scat.rich.m	scat.vol.m	scat.het.m	env.rich.m	env.vol.m	env.het.m	sd.rich.m	sd.vol.m	sd.het.m	rp.rich.m	rp.vol.m	rp.het.m	full.rich.m	full.vol.m	full.het.m	obs.rich	obs.vol	obs.het
83.9	700.83336034	0.4256155675	59.2	835.73615199	0.4667053325	111.2	693.28053198	0.264910612	75.4	795.70058783	0.322338249	59.8	891.79570398	0.384554718	54	879.314814814815	0.376238946601039
88.8	680.67704072	0.4223346548	60.6	817.17452297	0.4735611302	111.5	684.5974967	0.2682940708	70.7	817.05695834	0.3226118633	56.2	867.26614384	0.3848170562	46	775.673913043478	0.379336865097641
85.5	682.54427536	0.4244509277	52.5	794.32754861	0.4946826972	110.2	686.73466798	0.2710827073	67.3	830.78002538	0.3213054135	52.4	842.71676185	0.3741293922	43	698.139534883721	0.393525339021896
85.5	726.00245112	0.4281757846	44.1	751.10211799	0.5128584602	108.8	678.60258658	0.2638229187	63	847.78646356	0.3262719455	46.3	830.40602787	0.3645671747	34	657.794117647059	0.33953382389231
88.6	688.98714864	0.4240164178	35	775.43641565	0.5033309023	104.5	686.44505644	0.2622925657	58.5	876.93203708	0.3213230007	39.5	808.50943635	0.3496021194	25	641.92	0.27955555889573
90.6	681.52509638	0.4248605494	36.2	698.57886828	0.5041013262	100	691.85979112	0.2503840395	55.7	883.04448058	0.317143098	32.7	781.40069064	0.3216828774	22	733.227272727273	0.32381853295635
85.3	677.5879651	0.4245225058	18.8	686.33342523	0.3748519052	98.2	692.53864138	0.2512871462	51.3	880.0564092	0.3018641888	22.6	774.78399667	0.2708153293	19	704.526315789474	0.255894237689796
90.8	675.81256507	0.4250899109	24.3	703.28237473	0.4804935377	95	691.57029727	0.2552337062	47.2	898.75984135	0.2958018699	21.5	747.72950196	0.2586216183	17	683.411764705882	0.194807609198213
93.2	685.16018938	0.4230390492	21.6	714.3315752	0.4231891314	90.5	695.27889788	0.2434739012	44.5	905.55600841	0.2926060079	19.7	733.46028779	0.220459716	14	747.5	0.148574336458258
85.6	703.98464783	0.4245932868	20.1	687.8266479	0.4006613673	83.8	714.91921432	0.2487664214	41.6	899.00744467	0.2832956997	18.6	683.02470343	0.1976242683	13	799	0.159452464690412
86.3	687.81577043	0.4258649597	23.9	613.20306221	0.4790730318	78	736.95043038	0.2522851446	38.9	917.10850216	0.2829844146	18.6	624.84020395	0.1714852241	16	683	0.196749078645107
92.7	667.60660412	0.423972935	24.9	590.32665737	0.4917340253	70.7	765.51255554	0.2503915355	34.8	949.25864363	0.2860812257	17.6	573.49211023	0.1271097515	18	630.722222222222	0.234293616594909
87	677.00555557	0.4228559127	99.1	658.7605906	0.2595568312	67.1	884.90212893	0.3468105732	89.2	751.15060609	0.2813836857	91.9	756.27682435	0.1832670683	109	588.440366972477	0.180619220453451
90.3	662.51761851	0.4221517549	103.3	686.0519562	0.2654697262	73.7	857.46282872	0.34654017	98	729.84636877	0.2826211136	102.4	706.06097449	0.1525053609	111	573.864864864865	0.166525468702394
91.6	684.15627371	0.4239772651	80.6	695.34610987	0.2167949004	79	842.82029145	0.3471206257	105.8	700.72207701	0.2755873529	107.9	676.69246023	0.1442609924	115	517.860869565217	0.130124788087903
88.5	687.99001927	0.4252553412	130.6	634.03185029	0.2814173711	82.1	830.64388396	0.3440263133	111.3	682.32526197	0.2715071766	134.1	617.43162573	0.1458768056	116	476.612068965517	0.0837397509024426
89.8	686.16144291	0.4243050684	146.5	600.55697299	0.284764951	84.8	835.7075534	0.3448204195	118.7	657.69259302	0.268100771	148.1	583.68754676	0.1516676344	132	457.984848484848	0.0947660274608749
90.2	682.77293892	0.4251891473	130.8	634.25327977	0.2726347317	88.9	824.41272758	0.339026427	122.7	642.24514015	0.2632931194	150.9	580.08430258	0.1546773313	146	438.493150684931	0.102223358005283
90.6	687.68800185	0.4240503948	128	593.93220933	0.259278858	90.7	819.20832512	0.3375717421	124.5	637.57444339	0.2578043709	155.4	566.16852975	0.1550987226	151	419.761589403974	0.0949928007574064
89.1	707.85455697	0.4252688606	155.2	555.80464734	0.2661009667	93.7	817.62551636	0.3356086736	128.6	629.8928382	0.2596453022	165.4	552.36475841	0.1650980924	162	389.746913580247	0.0994828871047439
89.8	685.61714051	0.4230976276	173.1	520.93864837	0.292286087	97.2	807.13675295	0.3297017334	131.9	618.97719097	0.2634802861	169	544.48799547	0.1776449677	177	385.785310734463	0.129539229371925
90.3	682.13851821	0.4248638671	174	530.65920793	0.3002821282	100.1	792.78187154	0.320148581	129.3	624.67203674	0.2735797109	168.8	549.89114604	0.1924721856	175	396.634285714286	0.137986659890516
87.7	673.83926655	0.42568807	157.7	566.08837477	0.2822020957	103.4	787.93101351	0.3218881186	130.8	627.71528977	0.2839540047	162.4	565.92511295	0.2125195133	163	458.233128834356	0.186271646228451
91	667.43967021	0.4229467779	129.4	625.01722095	0.2984665675	105.7	783.79438993	0.3151243182	131	629.37904991	0.2885478736	144.2	618.20350344	0.2331300805	138	616.463768115942	0.30935928041232
86	684.85838381	0.4263806332	116.9	717.10734644	0.2829394448	109	766.62916875	0.3097487528	129.5	633.09286087	0.2944345471	134.3	670.43195235	0.2660782144	130	702.323076923077	0.353721210916494
87.5	693.12230687	0.4269430681	116.3	737.09082312	0.2987481055	112.8	747.63999183	0.3021086464	120.3	670.53168621	0.3058216451	113.7	765.3421369	0.3042550618	117	775.307692307692	0.32302964258063
91.2	683.13836747	0.4262647441	82.4	849.49100483	0.2931986152	113.3	745.67564458	0.295778402	114.4	689.81345203	0.3095711346	97.8	851.98008859	0.3388629414	111	820.18018018018	0.30275942229114
87.6	691.13464727	0.4253004132	77.6	869.44792036	0.3229658584	113.8	738.85781652	0.2938009936	107.7	711.38015783	0.3116974121	90.8	869.92283764	0.3612339008	106	850.462264150943	0.271790898025359
89.1	698.6232647	0.4261533361	76	885.92133023	0.3342830537	113.8	734.69342832	0.2920067717	101.5	730.23096114	0.31822998	85.4	884.87291416	0.3677914864	99	847.646464646465	0.245880491393728
92.7	671.33196816	0.4237438623	69.3	929.97537538	0.334802848	114.6	720.60984916	0.2849152258	96.4	747.28096365	0.3211617869	79	909.29253087	0.372119844	93	867.806451612903	0.251641562365857
87.9	686.15750396	0.4240649705	65.1	949.84333786	0.3654683727	114.2	721.43299705	0.2835129507	89.6	764.6020086	0.3199292759	70.7	948.66272739	0.3786857823	82	906.768292682927	0.271516497520131
89.4	680.33242467	0.4248206545	66.7	874.29503253	0.4167463381	111.8	719.15148083	0.2725977989	84.3	775.06268297	0.3169862607	70.5	910.04193259	0.3824791079	70	968.7	0.317586079311149
90.1	680.59644786	0.4218563157	55.8	882.63764802	0.4396851542	113.5	707.78771234	0.2724077438	79.4	796.7520227	0.3236419711	67.2	906.42410233	0.3917036774	65	963.107692307692	0.354958769354441
89.7	692.03864015	0.4237988212	53.2	836.62321403	0.4738496868	113.1	700.54886431	0.2725647637	76.5	813.65264562	0.3275743404	60.1	899.99104675	0.3899190414	58	879.189655172414	0.384733022101722
87.2	686.95354778	0.4235402007	56.2	820.52559179	0.4887302389	112.9	686.39761222	0.2603926883	71.6	834.03783227	0.325041797	56	865.23261635	0.3863439014	47	796.063829787234	0.376251437516583
90.7	684.11551759	0.4257159876	55.5	769.05911362	0.4922485615	109.7	685.71796788	0.2680296158	68	852.03141565	0.3311506675	52.3	853.04190795	0.3788600397	41	701.365853658537	0.379795280628717
90.9	675.3909922	0.4238423147	41.6	753.96101114	0.5044783283	107.3	687.82921041	0.2640182286	63.8	861.17454037	0.3267649964	45.5	838.12888447	0.3699137951	31	640.516129032258	0.287373355914339
88.4	693.13492926	0.4269333422	34.1	774.61577524	0.5030788326	103	695.38478678	0.260046625	59.4	874.3148355	0.3186729543	37.2	810.4528653	0.3456573957	25	639.32	0.279416777891754
88.8	684.55006463	0.4261946157	32.2	709.59308893	0.5021999647	99.7	697.56208316	0.2548834932	54.5	901.65853358	0.3227457694	30.8	793.99855943	0.3150812074	20	654	0.275934944351444
86.5	673.78772968	0.4255963246	27.7	648.96717248	0.4780062587	97.7	691.9526788	0.24778207	51.4	910.4536797	0.3165920188	25	769.51755232	0.285195221	17	683.411764705882	0.195362504319343
88.2	683.54879223	0.4255704401	23.6	681.46044664	0.4814855422	92.4	710.06516339	0.2476760876	46.3	910.76739868	0.3032826964	21.7	751.96242639	0.2605701443	17	683.411764705882	0.195746098540337
86.8	682.38591839	0.4248369492	20	680.41720989	0.3925997712	89	714.52381883	0.2484280589	44.2	922.91908216	0.2966625578	19	734.63351191	0.1933068372	11	655.909090909091	0.104663550879949
90.3	668.79159214	0.4227708028	22.7	648.3737781	0.4686791157	83.4	724.38491576	0.2431457671	41.4	915.80088166	0.2984771786	18.2	701.29911011	0.1980128004	12	754.916666666667	0.0894860139254115
83.9	696.78313992	0.4239141298	23.9	632.4489313	0.4799709196	77.2	744.83842238	0.2445514218	38.8	935.81274195	0.2924978065	17.8	657.14424149	0.1907883884	14	766.071428571429	0.221667565356706
88.9	679.86307138	0.4256737647	27.3	594.6889231	0.4891754042	68.9	781.69309677	0.2496672917	34.4	974.72907163	0.2967537479	17.1	626.65001713	0.1811675247	16	664.1875	0.200499229622719
86.1	684.40077781	0.4247567078	172.9	470.54159246	0.3488024299	49.1	718.69007358	0.1202700195	54.1	727.89663566	0.1055425397	61.2	699.73708225	0.3041924747	77	579.753246753247	0.263866840233992
91.6	671.01456332	0.4233520545	159.5	510.22000848	0.3462705897	52.2	697.95558205	0.1213938383	58.7	713.78417502	0.1098030683	65.5	710.79143911	0.3013932048	87	619.275862068965	0.304575310750296
88.1	698.9111673	0.425740857	127.2	592.6316041	0.3420744965	52.2	713.04293532	0.1414862638	59.2	719.14464485	0.1139865206	66.2	740.44965458	0.295670561	95	646.642105263158	0.329304208563876
87.7	701.02434745	0.4240467169	108.3	627.30835696	0.3593682609	52.9	724.70229032	0.1468736256	58.2	734.82639087	0.1217532183	66.4	757.79332302	0.2909322721	94	679.308510638298	0.357014869411914
87.8	689.10891785	0.4260332163	87.7	662.79999327	0.3187415904	51.7	743.43185879	0.1385987293	57.7	741.70491516	0.1260170923	64.2	763.47591738	0.2742138966	86	707.93023255814	0.347118763246711
90.4	662.28361779	0.4237976199	113	663.40962543	0.2986848946	70.2	866.70055076	0.3428034159	92.5	761.09172992	0.2826981949	94.5	778.75684999	0.2095901716	120	631.833333333333	0.288744041700895
85.1	693.33134046	0.4244041551	102.4	660.29424086	0.270272237	75.8	846.95355119	0.3434887929	102.7	726.37364395	0.2831539891	108.6	709.57540654	0.1931206309	117	587.461538461538	0.217057334683224
90.5	687.83507288	0.4230746474	94.9	577.17682323	0.2365579532	82.2	828.88268459	0.3470068137	108.3	709.16256569	0.2826286006	118.5	629.90582901	0.1416386965	113	545.176991150443	0.149519872749496
87.9	692.19571215	0.4239755616	131.5	570.24121923	0.288929039	86.3	814.3915684	0.3431983042	117.1	688.27728483	0.2778700831	140.7	602.00790991	0.1526541055	109	514.394495412844	0.087420423701846
91.2	695.1118965	0.4260114212	140.5	517.37573598	0.250261244	88.4	819.90824096	0.3468665918	121.1	667.00992749	0.2693052271	152.4	565.90130447	0.135907553	123	476.886178861789	0.0946910403126939
86.9	689.62963996	0.4253351995	133.8	554.62535014	0.2634213257	92	815.03450287	0.3452013983	129.4	643.82670407	0.2673718533	161.2	556.92237523	0.1431892149	139	457.640287769784	0.0973873386385572
86.9	694.98845612	0.427342549	141.3	545.88405022	0.2735831483	94.3	811.03426193	0.3398082279	132.1	630.78934381	0.2597947706	166.5	553.91624331	0.1548047688	151	433.94701986755	0.104996518543587
88	699.32143128	0.4245198468	140.6	595.99215422	0.2851259888	98	798.71104592	0.3330475519	136	621.50157874	0.2598332565	170.5	561.57793898	0.1689676753	156	411.884615384615	0.098498731123541
91.8	674.74298153	0.423227784	159	589.71896186	0.2884426532	100.8	794.91515617	0.3321391695	138.7	620.16775626	0.2564415867	175.1	557.31792856	0.1792485053	158	396.544303797468	0.0887125818701708
83	693.58263839	0.4233055691	165.2	538.76172406	0.2964116545	102.2	791.07660893	0.3273164866	138.7	614.99106661	0.2605225186	175.7	547.36031803	0.1759669953	168	386.160714285714	0.104888440200545
89.2	684.67134432	0.4246490072	177.9	525.15114906	0.2959940446	105	782.56057835	0.3231247125	136.9	623.85523181	0.2720279232	173.6	551.87175786	0.1849560344	166	413.969879518072	0.137054645371968
90.2	717.8852881	0.4267186376	170.7	551.11484657	0.3125303648	107.5	781.58636877	0.3199167516	134.5	632.54846116	0.279063088	165.5	576.21731126	0.2012588719	155	486.38064516129	0.194829688641875
91.5	661.75692064	0.4234514633	155.7	594.28661713	0.3234235349	109.8	775.73721917	0.3166142965	130.2	654.63846783	0.2924453652	152.5	618.3738221	0.2248244986	139	627.791366906475	0.330651958278582
89.4	686.83915149	0.4235547568	118.4	701.85806673	0.2925193721	114	759.58138964	0.3117807301	126.7	662.18884043	0.2963077765	131.5	704.80032313	0.2680755613	123	732.967479674797	0.347377781861597
88	669.93111021	0.4217950642	110.5	777.77166602	0.3005563153	114.9	752.79422762	0.3023941156	118.9	690.49318023	0.3047691252	112.7	789.29937582	0.3108431318	105	833.304761904762	0.307401185987382
89.6	674.90550515	0.4250784464	86.3	828.74061534	0.3115786265	116.8	741.8623643	0.2973387572	112.7	710.93332078	0.3135926035	98.4	853.76570578	0.3436210361	110	845.154545454545	0.297459204603615
89.8	679.79977594	0.4245466978	76.2	832.23642854	0.3105728909	117	740.36137247	0.2952183458	105.5	729.83705469	0.3128151107	89.4	886.92671991	0.3622940168	110	848.563636363636	0.287472331220008
91.5	678.25797024	0.4244377201	71.2	896.30460504	0.3302946932	117.5	734.8108314	0.2957954568	100.6	744.80737729	0.3136623019	84.1	905.18031218	0.3657137314	97	889.051546391753	0.254107597120108
87.5	677.8919757	0.4231148809	77	911.87308264	0.3382161262	114.2	733.11654212	0.2854843034	96.6	759.26724326	0.3173442272	78.5	929.09826893	0.3720776268	94	871.063829787234	0.25724141120611
89.4	687.49050313	0.4250237224	61.4	946.92537332	0.3618018593	114.6	723.27603453	0.279713224	90.9	782.8280489	0.3238478776	74.5	933.25912615	0.3800288416	88	861.5	0.282497072458776
86.3	677.6130016	0.4236539994	66.1	905.41116884	0.4053199954	113.5	722.56581947	0.275233542	84.9	794.95891072	0.3187470658	72.8	896.52549576	0.3830512728	77	912.480519480519	0.314477121168665
91.1	678.03114107	0.4252054508	60.1	880.24891985	0.4446851928	114.1	713.14751477	0.2709373881	80.5	809.34149319	0.3212683769	67.7	900.82105689	0.3923961321	68	910.235294117647	0.36383191815517
90.6	682.25894492	0.4262149198	63.7	801.95800163	0.4789787682	112	711.53049334	0.2675085334	75.5	830.56982214	0.3248842902	61.7	882.96721265	0.3914782545	61	914.262295081967	0.376184033579519
89.2	663.77705598	0.4240205668	60.5	783.9951268	0.489562124	110.8	706.24693994	0.265268395	69.7	864.41227127	0.3273195009	57.1	872.83497216	0.3884101218	46	803.260869565217	0.377812829337321
92.1	668.70359753	0.4241641162	58.4	734.56436079	0.4990790669	109.5	702.97971415	0.2656095853	67.1	865.53957739	0.326516383	51.6	846.69731426	0.37723689	40	724.85	0.381734685632789
90.5	664.91158185	0.4246830522	45.2	747.73838418	0.5124075735	107	694.78866482	0.2555025845	63.8	873.64633199	0.327569584	45.4	838.09951121	0.3669361131	29	663.206896551724	0.299313653353979
86.9	707.32539626	0.4272677787	39.5	724.95551755	0.5118781353	104.2	698.33327965	0.2615630805	58.9	902.92110859	0.3252687214	39.2	818.3824525	0.3481501066	24	604.083333333333	0.253373369437153
91	694.00318907	0.4265817094	35.9	671.87234026	0.5025418202	100.7	701.1744257	0.2599290688	53.9	917.8197785	0.3277802138	33.1	801.77503209	0.3222052643	18	674.277777777778	0.191255067651595
88.4	686.03378282	0.4262234215	24	735.97315719	0.4829939597	95.9	705.89215901	0.2517890284	51.5	915.1134393	0.3170778101	22.6	813.73258774	0.2943516794	16	721.25	0.20555015939924
91.2	659.19985618	0.4241821282	32.1	653.41391925	0.5000461304	93	707.45906445	0.2458689455	47.2	930.78972165	0.3149986941	21.7	782.65529693	0.2580727146	14	785.571428571429	0.148575598692194
91.6	663.35787296	0.4235047649	27.6	719.88506074	0.4894940659	88.6	718.6110666	0.2441734897	44.5	937.59430237	0.3068866534	19	766.28092947	0.226349623	13	743.846153846154	0.0831488377887087
92.4	700.03219628	0.4253594093	31.2	598.74238737	0.4632745556	83.2	723.64424346	0.2458339239	40.3	959.52117924	0.3065493655	18.1	739.25946429	0.1977476338	10	687.7	0.122909585968574
92.7	665.17381897	0.4252716711	26.8	576.2223839	0.4869587015	76	760.31949555	0.2522466573	37.4	967.73073837	0.295472687	17.2	665.77308487	0.2094944522	9	738.888888888889	0.122621169415766
90	683.70508171	0.4251337179	25.3	556.5393384	0.4831844212	69.5	778.66880084	0.2571693525	33.7	974.57743638	0.2858451126	16.3	649.69822749	0.1779960433	9	738.888888888889	0.131927107282138
89.9	699.20733411	0.4253360355	129.8	556.06579444	0.3636757427	53.1	656.56890912	0.1059542954	55.2	705.8015807	0.0864916307	60.6	646.20232839	0.3025034298	71	586.492957746479	0.227416356224972
88.9	665.26487828	0.4221723594	96.1	680.39160741	0.3744442474	54.7	663.54478795	0.1260092693	59.8	695.50830774	0.0910967903	60.9	693.84045475	0.3087701277	81	602.320987654321	0.267957757142763
91.5	690.30226275	0.4241870376	101.9	659.58281311	0.3577447897	57.6	666.44797406	0.1441969998	64.1	685.40185737	0.1061796927	66.6	714.7762526	0.318491803	88	611.397727272727	0.295908956099994
90.5	682.45868803	0.4233044807	96.6	725.70617535	0.349453931	58.5	670.46374453	0.149936836	64.9	687.560355	0.1198392664	69.1	749.82103585	0.3152694445	91	632.296703296703	0.306344638941105
90.9	683.2244032	0.4245433874	108.7	728.55791281	0.3456620184	59	685.02409853	0.1604056506	65.5	693.42079664	0.1274881664	71.1	784.5241861	0.2916679442	101	683.39603960396	0.337203240418053
89.5	680.72099414	0.4259049184	102.6	729.46210072	0.3396057576	60.3	690.15823608	0.1567389963	67	697.95997175	0.1341468225	76.8	772.75032034	0.2801824711	100	717.76	0.324494354086066
87	679.64653346	0.4248123649	99.5	747.05831283	0.348785534	60.1	714.05112947	0.1575912405	68.2	706.32066824	0.1490381218	80.8	776.70586737	0.2726621605	101	719.019801980198	0.309394956770841
91	669.36198903	0.4248957926	100.3	755.95279727	0.3211969672	60.5	723.95660119	0.1589065267	69.4	724.6093802	0.1621169336	83.5	787.45853273	0.2533661376	98	744.204081632653	0.299728432302478
89.8	669.02630805	0.4228006412	108	707.09573167	0.3213911215	57.6	739.76731766	0.1610949057	66.8	740.04986438	0.1550075	82.7	793.53342664	0.245563377	104	712.096153846154	0.294603656702365
91.7	685.84703837	0.4253474141	118.2	645.13314653	0.3308369805	67.3	836.9989731	0.2945854175	87.3	791.17261482	0.2659311559	86.6	841.79246438	0.2613144889	84	815.166666666667	0.325755428282906
88.4	675.12021843	0.4239826778	90.3	661.96718568	0.2944782753	73.2	831.43763902	0.3122504924	93.3	776.46497726	0.2737086889	88	825.50951565	0.2377850147	93	774.720430107527	0.345270062360177
93.6	674.96149213	0.4246190224	97.5	656.19506382	0.2885491904	75.8	827.76375242	0.3229105765	99.4	759.6948957	0.28084704	94.5	793.19127544	0.2180554981	117	670.863247863248	0.362672926976131
89.2	679.17482886	0.4258160898	106.3	691.11249642	0.2953647208	80.3	824.35460594	0.336133338	107.2	731.68260782	0.2853392058	110.1	742.01267249	0.2143584871	118	657.237288135593	0.318959319382075
88	695.95970387	0.4251094858	108.5	687.53127344	0.287712227	83.8	815.59303537	0.3387126907	113.7	705.10212447	0.2838980001	122.9	685.0229587	0.1914201306	118	610.220338983051	0.21797077870254
