FID	AI	BIO_1	BIO_12	BIO_15	BIO_4	NPP	PET	Y	X	Dist_km
392	4699	284	878	116	2416	3.34E+11	1970	1350	-2250	174.4460899
393	2950	289	650	122	2491	1.782E+11	2028	1450	-2250	74.45139981
394	2464	290	563	131	2644	1.251E+11	2055	1550	-2250	25.54329025
395	1729	291	365	143	2889	81100000000	2083	1650	-2250	125.5379803
396	1181	294	290	148	3200	54110000000	2124	1750	-2250	225.5326704
397	1051	296	242	152	3629	44180000000	2149	1850	-2250	318.3841945
398	803	292	170	158	4334	44000000000	2154	1950	-2250	401.3424464
399	546	291	134	161	4660	29080000000	2145	2050	-2250	490.6964675
400	443	285	103	169	5013	27280000000	2128	2150	-2250	583.5154558
401	293	270	62	200	5704	27720000000	2090	2250	-2250	678.3786193
402	218	262	51	198	5903	17350000000	2028	2350	-2250	774.5352252
403	174	266	39	182	6018	20860000000	2035	2450	-2250	871.5572724
404	115	267	23	161	6331	20370000000	2015	2550	-2250	966.6050661
405	102	263	21	133	6539	17040000000	1986	2650	-2250	1055.26932
406	104	254	21	64	7062	18440000000	1948	2750	-2250	1145.801607
407	8410	267	1563	64	1193	5.67E+11	1599	850	-2150	34.13634815
408	6828	262	1224	70	1351	4.181E+11	1738	950	-2150	134.1362538
409	6342	269	1167	80	1480	4.104E+11	1802	1050	-2150	234.1361595
410	5732	272	1125	90	1650	3.96E+11	1891	1150	-2150	334.1360652
411	5026	272	1063	100	1901	3.112E+11	1921	1250	-2150	275.4712945
412	4650	277	908	113	2331	1.864E+11	1954	1350	-2150	175.4766044
413	3648	282	819	112	2458	1.432E+11	2016	1450	-2150	75.48191437
414	2817	286	639	123	2615	1.449E+11	2046	1550	-2150	24.51277568
415	1760	291	360	139	3098	73930000000	2081	1650	-2150	124.5074657
416	1265	292	293	142	3410	47340000000	2120	1750	-2150	224.5021558
417	1099	293	248	147	3698	54430000000	2135	1850	-2150	324.4968459
418	820	292	172	163	4337	45390000000	2153	1950	-2150	424.4915359
419	529	291	132	165	4672	27940000000	2153	2050	-2150	524.486226
420	415	286	97	167	4996	26110000000	2140	2150	-2150	624.480916
421	260	275	53	179	5515	29750000000	2102	2250	-2150	714.1401407
422	177	269	40	179	5691	20950000000	2038	2350	-2150	806.0418132
423	153	263	32	170	5820	19640000000	2010	2450	-2150	899.672534
424	118	253	24	119	6068	16440000000	1980	2550	-2150	994.5440827
425	118	247	24	86	6257	16870000000	1937	2650	-2150	1090.332608
426	117	241	23	50	6829	15300000000	1913	2750	-2150	1186.816102
427	8294	260	1582	64	1181	5.64E+11	1623	850	-2050	33.99899424
428	6642	261	1222	73	1405	4.761E+11	1715	950	-2050	133.9988999
429	6189	277	1160	84	1561	4.726E+11	1824	1050	-2050	233.9988056
430	6271	273	1156	93	1698	4.262E+11	1889	1150	-2050	333.9987112
431	5463	266	1119	101	1875	3.485E+11	1901	1250	-2050	276.5018091
432	4948	270	928	113	2289	2.738E+11	1919	1350	-2050	176.507119
433	3537	279	808	120	2483	1.31E+11	2024	1450	-2050	76.51242894
434	2830	284	652	131	2673	1.75E+11	2067	1550	-2050	23.48226112
435	1965	289	379	137	3035	90570000000	2091	1650	-2050	123.4769512
436	1455	290	335	140	3369	86770000000	2112	1750	-2050	223.4716412
437	1132	288	263	147	3684	54240000000	2113	1850	-2050	323.4663313
438	879	290	179	163	4355	45440000000	2146	1950	-2050	423.4610214
439	503	289	131	165	4673	24940000000	2152	2050	-2050	523.4557114
440	372	287	92	169	4975	27790000000	2145	2150	-2050	623.4504015
441	217	276	47	170	5442	27210000000	2108	2250	-2050	723.4450915
442	146	268	37	164	5616	24020000000	2038	2350	-2050	823.4397816
443	125	262	29	146	5739	20330000000	2007	2450	-2050	923.4344716
444	148	239	29	82	5925	11410000000	1924	2550	-2050	1023.429162
445	388	222	36	56	6097	18290000000	1762	2650	-2050	1121.884034
446	243	223	31	31	6749	16260000000	1792	2750	-2050	1215.866378
447	14874	267	2582	67	960	4.466E+11	1541	650	-1950	166.138171
448	9621	261	1973	67	1071	5.666E+11	1611	750	-1950	66.13826535
449	7935	259	1503	67	1201	5.554E+11	1649	850	-1950	33.86164032
450	6560	265	1193	78	1464	5.239E+11	1730	950	-1950	133.861546
451	6327	280	1175	88	1636	3.302E+11	1839	1050	-1950	233.8614517
452	6356	278	1198	96	1726	4.105E+11	1905	1150	-1950	333.8613573
453	5758	270	1174	102	1813	3.601E+11	1887	1250	-1950	277.5323236
454	5116	265	962	114	2243	3.17E+11	1907	1350	-1950	177.5376336
455	3481	274	806	123	2488	1.959E+11	2010	1450	-1950	77.5429435
456	2519	272	585	135	2827	1.478E+11	2030	1550	-1950	22.45174656
457	1645	279	348	153	3088	80080000000	2071	1650	-1950	122.4464366
458	1230	280	287	151	3341	69330000000	2086	1750	-1950	222.4411267
459	1043	281	234	152	3677	50060000000	2110	1850	-1950	322.4358167
460	746	285	157	161	4428	43480000000	2140	1950	-1950	422.4305068
461	399	287	109	162	4751	36190000000	2155	2050	-1950	522.4251968
462	280	285	70	160	5021	30910000000	2147	2150	-1950	622.4198869
463	167	278	34	150	5428	27610000000	2108	2250	-1950	722.414577
464	114	273	27	126	5586	26220000000	2053	2350	-1950	822.409267
465	103	265	22	142	5707	23430000000	2015	2450	-1950	922.4039571
466	103	245	22	76	5930	14650000000	1918	2550	-1950	1022.398647
467	221	222	32	46	6125	17640000000	1749	2650	-1950	1122.393337
468	145	225	27	27	6669	11340000000	1781	2750	-1950	1222.388027
469	13086	264	2114	67	999	4.854E+11	1580	650	-1850	166.2755249
470	9012	267	1767	70	1190	3.935E+11	1659	750	-1850	66.27561926
471	7956	264	1446	74	1284	4.526E+11	1698	850	-1850	33.72428641
472	6997	269	1252	84	1405	4.242E+11	1784	950	-1850	133.7241921
473	7056	265	1310	90	1510	4.573E+11	1824	1050	-1850	233.7240977
474	6912	259	1323	95	1561	4.455E+11	1848	1150	-1850	333.7240034
475	6080	256	1241	100	1627	3.735E+11	1851	1250	-1850	278.5628382
476	5360	253	988	114	2331	2.629E+11	1869	1350	-1850	178.5681481
477	3516	261	798	126	2640	1.679E+11	1969	1450	-1850	78.57345806
478	2529	265	578	139	3018	2.259E+11	2001	1550	-1850	21.421232
479	1468	277	310	153	3221	83750000000	2070	1650	-1850	121.4159221
480	1234	280	297	152	3388	63710000000	2098	1750	-1850	221.4106121
481	993	279	223	158	3709	42220000000	2106	1850	-1850	321.4053022
482	671	284	138	163	4514	43280000000	2132	1950	-1850	421.3999922
483	350	285	94	160	4837	38690000000	2157	2050	-1850	521.3946823
484	230	282	57	149	5079	25280000000	2146	2150	-1850	621.3893723
485	153	275	31	135	5465	15890000000	2107	2250	-1850	721.3840624
486	101	270	24	126	5620	23470000000	2050	2350	-1850	821.3787525
487	86	266	18	115	5758	23960000000	2018	2450	-1850	921.3734425
488	95	249	18	65	6015	18030000000	1934	2550	-1850	1021.368133
489	123	238	20	48	6195	18390000000	1825	2650	-1850	1121.362823
490	170	221	30	26	6698	14020000000	1749	2750	-1850	1221.357513
491	13441	269	2132	65	984	5.225E+11	1597	650	-1750	166.4128788
492	11542	273	1836	71	1188	4.859E+11	1643	750	-1750	66.41297318
493	8282	264	1541	74	1280	4.753E+11	1694	850	-1750	33.58693249
494	7206	271	1315	86	1429	4.966E+11	1802	950	-1750	133.5868382
495	8235	262	1425	91	1491	4.526E+11	1808	1050	-1750	233.5867438
496	7798	248	1440	95	1519	4.721E+11	1760	1150	-1750	333.5866495
497	6540	249	1268	101	1610	3.541E+11	1801	1250	-1750	279.5933527
498	4668	253	927	119	2388	2.007E+11	1868	1350	-1750	179.5986627
499	3258	257	760	131	2760	1.843E+11	1954	1450	-1750	79.60397262
500	2440	263	587	142	2996	1.044E+11	1993	1550	-1750	20.39071744
501	1424	277	300	155	3195	77740000000	2071	1650	-1750	120.3854075
502	977	278	238	160	3381	48620000000	2094	1750	-1750	220.3800976
503	799	277	192	166	3695	37890000000	2103	1850	-1750	320.3747876
504	531	280	121	164	4634	38230000000	2153	1950	-1750	420.3694777
505	352	277	88	157	4928	39960000000	2123	2050	-1750	520.3641677
506	258	274	57	148	5151	26200000000	2107	2150	-1750	620.3588578
507	157	268	31	127	5529	16990000000	2069	2250	-1750	720.3535478
508	95	264	23	115	5680	27560000000	2017	2350	-1750	820.3482379
509	77	264	17	98	5828	26260000000	2004	2450	-1750	920.342928
510	74	250	16	52	6108	20480000000	1935	2550	-1750	1020.337618
511	116	232	21	41	6287	17400000000	1787	2650	-1750	1120.332308
512	106	231	22	38	6701	12830000000	1785	2750	-1750	1220.326998
513	16116	261	2684	67	830	7.112E+11	1598	650	-1650	166.5183609
514	13030	259	2146	71	1000	4.798E+11	1678	750	-1650	66.51837027
515	8165	267	1655	76	1184	4.505E+11	1742	850	-1650	33.48162038
516	6530	275	1229	88	1455	4.071E+11	1819	950	-1650	133.481611
517	6904	256	1287	94	1532	4.024E+11	1863	1050	-1650	233.4816017
518	6566	230	1246	100	1585	2.978E+11	1685	1150	-1650	333.4815923
519	5644	246	1137	110	1816	4.239E+11	1795	1250	-1650	280.6238673
520	3900	265	779	132	2684	1.792E+11	1962	1350	-1650	180.6291772
521	2111	269	572	144	3263	1.514E+11	2083	1450	-1650	80.63448718
522	1749	273	406	151	3666	1.237E+11	2121	1550	-1650	19.36020288
523	1255	276	258	158	3206	69860000000	2072	1650	-1650	119.3548929
524	870	273	214	162	3292	45060000000	2078	1750	-1650	219.349583
525	638	274	155	165	3626	33080000000	2100	1850	-1650	319.344273
526	341	270	72	164	4536	29480000000	2124	1950	-1650	419.3389631
527	244	257	59	158	4915	20540000000	2018	2050	-1650	519.3336532
528	232	251	51	147	5221	20800000000	2002	2150	-1650	619.3283432
529	130	257	27	120	5664	24010000000	2001	2250	-1650	719.3230333
530	81	256	20	110	5844	24170000000	1985	2350	-1650	819.3177233
531	67	258	14	84	5992	26810000000	1987	2450	-1650	919.3124134
532	45	255	10	69	6264	23950000000	1928	2550	-1650	1019.307103
533	59	250	11	45	6407	15690000000	1854	2650	-1650	1119.301794
534	90	238	17	42	6716	16300000000	1785	2750	-1650	1219.296484
535	12409	259	2045	71	1215	4.827E+11	1661	-150	-1550	716.6766214
536	14404	259	2259	71	1039	5.505E+11	1521	-50	-1550	669.9824854
537	16412	266	3077	66	917	6.825E+11	1534	550	-1550	201.4270363
538	13608	228	2363	69	888	3.744E+11	1483	650	-1550	130.3988488
539	13381	234	2093	73	981	6.095E+11	1516	750	-1550	66.47513942
540	8049	261	1667	77	1126	4.749E+11	1752	850	-1550	33.52485124
541	5865	274	1114	88	1479	4.261E+11	1847	950	-1550	133.5248419
542	5490	271	1113	95	1607	2.795E+11	1893	1050	-1550	233.5248325
543	5062	256	1082	106	1810	2.933E+11	1892	1150	-1550	333.5248232
544	4726	256	1008	118	2058	3.44E+11	1940	1250	-1550	281.6543819
545	3769	267	763	136	2716	1.719E+11	2026	1350	-1550	181.6596918
546	2412	271	600	146	3187	1.285E+11	2152	1450	-1550	81.66500174
547	1869	274	440	150	3308	1.121E+11	2137	1550	-1550	18.32968832
548	1280	271	256	161	3138	88190000000	2084	1650	-1550	118.3243784
549	548	272	175	164	3344	44820000000	2092	1750	-1550	218.3190684
550	405	274	119	166	3690	23900000000	2110	1850	-1550	318.3137585
551	235	270	57	166	4540	26030000000	2126	1950	-1550	418.3084485
552	144	268	42	153	4926	23800000000	2126	2050	-1550	518.3031386
553	124	265	34	146	5250	23770000000	2121	2150	-1550	618.2978287
554	75	264	20	121	5744	20760000000	2092	2250	-1550	718.2925187
555	47	264	14	89	5920	19820000000	2054	2350	-1550	818.2872088
556	38	263	10	107	6075	22780000000	2027	2450	-1550	918.2818988
557	31	255	9	71	6353	21430000000	1953	2550	-1550	1018.276589
558	49	250	10	50	6486	17520000000	1870	2650	-1550	1118.271279
559	86	221	24	40	6808	10360000000	1715	2750	-1550	1218.265969
560	10792	255	1807	73	1394	6.94E+11	1784	-250	-1450	588.0894086
561	11782	242	2050	71	1094	5.843E+11	1793	-150	-1450	684.043035
562	12453	247	1924	69	994	5.85E+11	1621	-50	-1450	614.4918692
563	13177	245	1858	68	926	8.128E+11	1575	50	-1450	530.1579943
564	14381	232	1899	62	836	8.487E+11	1481	150	-1450	452.255172
565	13298	234	1796	57	730	9.024E+11	1487	250	-1450	384.7102575
566	13774	236	1864	57	764	7.627E+11	1445	350	-1450	317.4854087
567	14323	240	1863	61	857	7.006E+11	1505	450	-1450	255.2369256
568	13097	249	1808	65	949	6.782E+11	1512	550	-1450	168.2289089
569	12114	240	1789	71	898	5.621E+11	1538	650	-1450	68.78934949
570	12382	230	1788	74	901	5.248E+11	1539	750	-1450	11.16986571
571	8862	228	1668	77	968	7.135E+11	1772	850	-1450	33.56808209
572	6016	269	1183	91	1477	5.005E+11	1869	950	-1450	133.5680727
573	5351	273	1034	98	1725	4.487E+11	1910	1050	-1450	233.5680634
574	4874	263	962	107	1914	3.18E+11	1939	1150	-1450	333.5680541
575	4590	257	897	117	2136	3.774E+11	1960	1250	-1450	282.6848964
576	3760	249	714	136	2788	1.512E+11	1993	1350	-1450	182.6902064
577	2283	260	547	143	3065	1.15E+11	2086	1450	-1450	82.69551631
578	1682	269	369	152	3200	1.152E+11	2095	1550	-1450	17.29917375
579	863	273	187	165	3390	76300000000	2102	1650	-1450	117.2938638
580	410	272	112	171	3624	38360000000	2110	1750	-1450	217.2885539
581	305	272	73	169	3949	26440000000	2122	1850	-1450	317.2832439
582	175	272	38	170	4710	19660000000	2145	1950	-1450	417.277934
583	103	271	27	157	5093	15000000000	2153	2050	-1450	517.272624
584	88	271	21	164	5440	22250000000	2150	2150	-1450	617.2673141
585	59	269	13	102	5933	20830000000	2131	2250	-1450	717.2620042
586	34	267	9	130	6100	21580000000	2081	2350	-1450	817.2566942
587	24	264	6	95	6246	22460000000	2051	2450	-1450	917.2513843
588	28	253	6	64	6509	21750000000	1974	2550	-1450	1017.246074
589	62	238	11	38	6651	25620000000	1846	2650	-1450	1117.240764
590	55	238	10	44	6899	31440000000	1828	2750	-1450	1216.278873
591	9238	248	1386	78	1567	3.754E+11	1468	-450	-1350	368.7915457
592	9684	251	1484	76	1411	5.92E+11	1596	-350	-1350	466.9827891
593	12294	244	1782	71	1293	5.255E+11	1707	-250	-1350	565.7894076
594	11068	244	1862	69	1033	7.768E+11	1666	-150	-1350	664.7053251
595	9368	253	1657	69	969	8.065E+11	1666	-50	-1350	571.247743
596	9928	245	1615	66	946	8.129E+11	1655	50	-1350	479.3654404
597	10921	239	1655	63	896	7.766E+11	1601	150	-1350	391.482397
598	10694	238	1683	56	677	8.97E+11	1573	250	-1350	311.0075703
599	10844	236	1691	56	648	9.254E+11	1537	350	-1350	245.3425165
600	9980	239	1625	61	652	9.473E+11	1553	450	-1350	176.1004196
601	9585	245	1568	65	745	8.569E+11	1588	550	-1350	123.936521
602	10104	238	1633	72	1012	7.938E+11	1622	650	-1350	70.86162359
603	10169	233	1712	73	899	5.308E+11	1656	750	-1350	29.07888794
604	9509	220	1681	77	905	4.783E+11	1668	850	-1350	95.3285968
605	7268	248	1279	91	1448	5.895E+11	1830	950	-1350	160.630291
606	5661	263	1063	98	1750	3.439E+11	1837	1050	-1350	250.0332765
607	4492	269	926	107	1949	4.03E+11	1940	1150	-1350	305.510914
608	4383	261	866	115	2112	2.793E+11	1967	1250	-1350	234.3819518
609	3473	251	673	134	2772	1.728E+11	1965	1350	-1350	183.7207209
610	2087	260	515	144	3114	1.131E+11	2033	1450	-1350	83.72603087
611	1501	271	356	153	3365	88630000000	2082	1550	-1350	16.26865919
612	756	274	157	168	3589	63960000000	2110	1650	-1350	116.2633492
613	393	273	105	169	3806	31450000000	2120	1750	-1350	216.2580393
614	285	272	69	176	4105	19150000000	2127	1850	-1350	316.2527294
615	160	271	34	172	4825	15090000000	2144	1950	-1350	416.2474194
616	101	270	25	161	5209	13290000000	2159	2050	-1350	516.2421095
617	83	268	19	151	5568	19020000000	2155	2150	-1350	616.2367995
618	53	266	12	141	6044	32220000000	2138	2250	-1350	716.2314896
619	32	265	9	131	6196	25070000000	2088	2350	-1350	815.6864489
620	28	261	6	102	6323	19940000000	2056	2450	-1350	903.0217418
621	42	242	9	67	6584	25240000000	1965	2550	-1350	992.7497919
622	46	235	11	40	6709	22080000000	1848	2650	-1350	1084.276733
623	63	228	12	34	6958	29230000000	1800	2750	-1350	1177.183043
624	1344	181	87	119	1874	46630000000	1198	-2150	-1250	283.8396482
625	1738	183	136	112	1909	1.569E+11	1340	-2050	-1250	183.8396957
626	1604	206	123	116	2072	1.531E+11	1390	-1950	-1250	83.83974316
627	1774	213	137	115	2191	81420000000	1471	-1850	-1250	16.16020937
628	3401	219	196	117	2196	1.964E+11	1519	-1750	-1250	116.1601619
629	7907	244	1295	79	1693	4.289E+11	1452	-550	-1250	254.3619673
630	8104	254	1264	79	1504	4.179E+11	1495	-450	-1250	353.2925423
631	11965	241	1548	76	1378	6.115E+11	1537	-350	-1250	452.5424816
632	12432	229	1852	69	1164	7.998E+11	1529	-250	-1250	552.0631982
633	11642	248	1683	62	955	8.55E+11	1553	-150	-1250	641.5453754
634	10776	250	1611	63	971	8.385E+11	1572	-50	-1250	543.1829438
635	10694	242	1612	63	983	8.655E+11	1552	50	-1250	445.5501678
636	9759	240	1621	61	906	8.533E+11	1613	150	-1250	349.2594933
637	9784	237	1640	55	625	8.907E+11	1634	250	-1250	255.8308725
638	10350	236	1637	56	587	9.498E+11	1593	350	-1250	170.0490428
639	10086	238	1599	61	620	9.629E+11	1566	450	-1250	111.2830562
640	9651	237	1555	66	653	9.302E+11	1574	550	-1250	35.01043908
641	9414	238	1551	72	849	9.022E+11	1633	650	-1250	19.01487141
642	9580	232	1600	77	795	6.112E+11	1665	750	-1250	25.63009759
643	8640	225	1571	82	901	4.956E+11	1732	850	-1250	125.5706091
644	7089	255	1386	95	1680	4.874E+11	1882	950	-1250	225.5111206
645	5756	271	1122	100	2066	4.305E+11	1894	1050	-1250	300.6008446
646	4862	269	969	105	2071	3.924E+11	1959	1150	-1250	256.9913285
647	4523	252	930	113	1926	2.984E+11	1932	1250	-1250	166.2604094
648	3345	259	657	134	2536	1.851E+11	1976	1350	-1250	96.12754301
649	2022	263	489	144	3024	1.247E+11	2037	1450	-1250	84.75654543
650	1496	269	349	157	3297	98910000000	2072	1550	-1250	15.23814463
651	905	274	192	179	3765	41650000000	2101	1650	-1250	115.2328347
652	378	274	119	179	3994	27720000000	2123	1750	-1250	215.2275247
653	270	275	66	181	4252	16040000000	2138	1850	-1250	315.2222148
654	168	268	36	179	4933	18500000000	2146	1950	-1250	415.2169049
655	105	266	27	162	5330	11540000000	2158	2050	-1250	511.3299832
656	77	263	20	168	5735	18410000000	2164	2150	-1250	592.9268378
657	59	260	13	107	6162	14530000000	2145	2250	-1250	679.4601668
658	46	258	11	153	6289	18290000000	2087	2350	-1250	769.2658848
659	56	247	12	116	6416	31230000000	2033	2450	-1250	861.3210115
660	40	237	9	95	6648	27230000000	1945	2550	-1250	954.975271
661	25	237	6	70	6747	25110000000	1888	2650	-1250	1049.800768
662	37	236	5	46	6943	16940000000	1862	2750	-1250	1145.506672
663	1402	200	104	119	2041	21790000000	1504	-2350	-1150	471.3181791
664	1471	214	228	111	2497	21870000000	1544	-2250	-1150	375.0391973
665	2092	203	321	109	2473	1.104E+11	1571	-2150	-1150	278.7602155
666	2130	212	327	115	2422	1.884E+11	1659	-2050	-1150	182.4812336
667	2793	209	478	107	2121	3.096E+11	1679	-1950	-1150	83.93717464
668	4388	205	633	102	1852	3.835E+11	1681	-1850	-1150	16.0627779
669	5759	191	829	94	1901	3.411E+11	1639	-1750	-1150	116.0627304
670	6347	217	936	99	1722	5.725E+11	1677	-1650	-1150	216.062683
671	6444	225	942	103	1564	6.095E+11	1568	-1550	-1150	316.0626355
672	5351	248	798	82	1539	7.498E+11	1524	-850	-1150	50.35113572
673	7570	251	1039	83	1780	5.151E+11	1454	-750	-1150	49.64769616
674	7680	252	1107	81	1840	4.702E+11	1446	-650	-1150	149.646528
675	8230	242	1276	76	1488	5.109E+11	1482	-550	-1150	249.6377164
676	9877	233	1550	72	1330	5.305E+11	1530	-450	-1150	349.587473
677	12801	233	1844	68	1153	6.448E+11	1519	-350	-1150	449.5372296
678	12521	236	1979	61	963	7.896E+11	1557	-250	-1150	549.4869862
679	11804	245	1794	55	802	5.889E+11	1557	-150	-1150	632.6959738
680	10483	242	1685	55	842	8.991E+11	1578	-50	-1150	532.7020151
681	10172	237	1648	54	870	9.169E+11	1577	50	-1150	432.7108487
682	9094	237	1600	52	836	8.718E+11	1681	150	-1150	332.7249919
683	8873	233	1607	49	542	9.021E+11	1749	250	-1150	232.7512876
684	9931	234	1619	51	531	9.827E+11	1663	350	-1150	132.8171807
685	9385	232	1592	52	597	9.563E+11	1596	450	-1150	33.2813032
686	9314	237	1549	56	685	6.209E+11	1626	550	-1150	1.790855446
687	9319	236	1546	70	799	7.709E+11	1661	650	-1150	71.35887921
688	9349	230	1574	76	822	6.118E+11	1672	750	-1150	86.41660263
689	8835	220	1553	83	885	4.99E+11	1711	850	-1150	149.9251379
690	6342	262	1285	97	1746	4.961E+11	1876	950	-1150	239.7650198
691	5193	274	1038	103	2101	3.887E+11	1928	1050	-1150	335.4056983
692	4446	273	913	107	2084	3.74E+11	1960	1150	-1150	242.0687252
693	4472	259	915	115	1936	2.711E+11	1941	1250	-1150	142.0697434
694	3164	270	654	133	2290	1.856E+11	2044	1350	-1150	42.07076167
695	1898	269	478	142	2825	50090000000	2074	1450	-1150	13.81341295
696	1470	271	342	154	3173	63120000000	2081	1550	-1150	20.20601984
697	977	277	200	176	3679	34680000000	2108	1650	-1150	115.2357163
698	520	276	136	181	3918	23200000000	2134	1750	-1150	214.8261096
699	357	277	82	185	4201	15850000000	2149	1850	-1150	296.1016783
700	206	270	42	178	4888	19020000000	2159	1950	-1150	371.1874017
701	127	266	31	176	5277	13780000000	2147	2050	-1150	455.9429465
702	104	263	23	173	5640	15790000000	2145	2150	-1150	545.8826374
703	77	261	15	133	6112	20220000000	2132	2250	-1150	638.8205828
704	59	258	13	109	6254	19260000000	2079	2350	-1150	733.6181707
705	49	255	11	160	6384	18190000000	2054	2450	-1150	829.6381763
706	33	242	7	100	6625	29410000000	1990	2550	-1150	926.5006136
707	23	237	6	79	6731	24880000000	1908	2650	-1150	1023.96644
708	10	238	2	38	6905	17830000000	1901	2750	-1150	1121.878404
709	722	210	108	124	2180	27730000000	1641	-2450	-1050	540.5720308
710	1707	217	173	120	2352	1.157E+11	1696	-2350	-1050	444.293049
711	1863	216	319	114	2845	1.293E+11	1693	-2250	-1050	348.0140672
712	2074	221	357	114	2893	1.555E+11	1738	-2150	-1050	251.7350853
713	2473	223	384	119	2850	2.428E+11	1793	-2050	-1050	155.4561035
714	3034	220	582	108	2564	3.429E+11	1794	-1950	-1050	59.17712168
715	4269	212	714	101	2471	5.156E+11	1774	-1850	-1050	37.10186015
716	6035	202	864	97	2685	4.272E+11	1698	-1750	-1050	133.380842
717	7416	195	1030	95	2208	6.073E+11	1654	-1650	-1050	229.6598238
718	8187	208	1257	90	1104	6.789E+11	1625	-1550	-1050	326.0435071
719	7316	216	1183	85	1304	7.3E+11	1595	-1450	-1050	423.6898085
720	6000	233	987	88	1702	6.863E+11	1571	-1350	-1050	522.2276698
721	5525	228	849	88	1554	5.744E+11	1487	-1250	-1050	445.6276042
722	5080	242	777	102	1690	7.498E+11	1486	-1150	-1050	353.2303899
723	6112	243	896	103	1585	6.9E+11	1531	-1050	-1050	253.2806333
724	3952	244	766	90	1205	9.733E+11	1587	-950	-1050	153.3308767
725	5983	242	912	77	1230	7.774E+11	1604	-850	-1050	53.38112008
726	8095	235	1189	79	1480	6.629E+11	1544	-750	-1050	46.56863654
727	9134	243	1255	79	1701	5.401E+11	1568	-650	-1050	146.5183932
728	8454	242	1372	76	1415	6.199E+11	1578	-550	-1050	246.4681498
729	10420	242	1638	69	1239	4.636E+11	1610	-450	-1050	346.4179064
730	11213	236	1892	63	977	4.547E+11	1601	-350	-1050	446.367663
731	11712	235	2101	55	814	4.369E+11	1597	-250	-1050	546.3174196
732	11400	242	1881	50	702	4.845E+11	1610	-150	-1050	632.4255168
733	10211	243	1698	50	746	9.232E+11	1634	-50	-1050	532.4258353
734	10047	241	1657	49	771	8.829E+11	1654	50	-1050	432.4261537
735	9464	237	1642	47	733	9.487E+11	1689	150	-1050	332.4264722
736	9167	236	1612	46	580	9.787E+11	1717	250	-1050	232.4267906
737	9459	234	1611	47	535	1.021E+12	1689	350	-1050	132.427109
738	7672	235	1506	47	593	1.015E+12	1674	450	-1050	32.42742748
739	8038	240	1442	50	735	6.151E+11	1692	550	-1050	67.57225408
740	8443	229	1502	63	814	6.734E+11	1662	650	-1050	122.976617
741	8695	229	1535	74	901	6.224E+11	1658	750	-1050	184.4157483
742	7670	221	1518	84	1011	6.168E+11	1726	850	-1050	221.4020912
743	6176	264	1201	100	1808	5.253E+11	1871	950	-1050	289.8768769
744	5447	272	993	106	2117	4.728E+11	1922	1050	-1050	342.5189763
745	4111	278	864	112	2153	3.357E+11	1972	1150	-1050	242.5199946
746	3654	282	805	120	2125	3.215E+11	2024	1250	-1050	142.5210128
747	2721	277	607	132	2448	2.473E+11	2105	1350	-1050	42.52203101
748	1861	276	452	137	2842	1.407E+11	2138	1450	-1050	2.408518211
749	1529	277	333	150	3091	61580000000	2134	1550	-1050	32.75462571
750	1149	280	213	176	3496	55760000000	2139	1650	-1050	117.854485
751	625	279	153	180	3760	28360000000	2160	1750	-1050	154.912683
752	447	280	100	182	4073	15570000000	2172	1850	-1050	232.5979851
753	236	274	47	180	4804	12720000000	2176	1950	-1050	322.8090859
754	157	268	36	171	5176	18370000000	2145	2050	-1050	417.5039991
755	136	264	28	168	5519	13430000000	2137	2150	-1050	514.2115056
756	114	260	20	170	6024	21300000000	2099	2250	-1050	611.9782315
757	96	258	17	139	6199	23420000000	2062	2350	-1050	710.3669749
758	75	255	13	142	6340	23140000000	2040	2450	-1050	809.150865
759	49	232	11	106	6557	19970000000	1981	2550	-1050	908.2009721
760	33	225	9	82	6653	21780000000	1910	2650	-1050	1007.438777
761	13	233	2	38	6784	18250000000	1907	2750	-1050	1106.813793
762	372	158	52	61	2753	18950000000	1104	-3050	-950	1120.376808
763	500	157	73	83	2901	40870000000	1237	-2950	-950	1020.488049
764	506	172	108	113	2864	64080000000	1339	-2850	-950	920.6234421
765	617	191	131	120	2875	56800000000	1672	-2750	-950	820.7918048
766	724	195	180	125	2875	18820000000	1781	-2650	-950	721.0068319
767	1113	205	268	116	3006	54930000000	1817	-2550	-950	621.2910078
768	1649	200	350	114	2976	89810000000	1868	-2450	-950	521.6839858
